"resultType","broaderTerms.0","documentIndex","publicContributions.tags.@total","publicContributions.tags.tag.$","publicContributions.tags.tag.@created","publicContributions.tags.tag.@user","roles.0","topicalSubject","url","useFor.0"
"topical-subject","Mortgages","1","1","wikidata%3DQ1210094","2019-05-22T21:50:04.000Z","dominic","20 catalog description(s)","Mortgage loans","https://catalog.archives.gov/id/10644756","Home mortgages",""
